173737852,0,43,145353,Yes,F,Masters,Unemployed
745183922,0,50,167469,No,F,PhD,Doctor
298271736,0,63,121398,Yes,F,PhD,Doctor
70821537,0,52,0,No,F,High School,Student
258951025,0,35,14508,Yes,M,Bachelors,Student
807174588,0,43,75338,Yes,F,Bachelors,Manager
514538041,0,41,32774,No,F,High School,Clerical
25561360,0,40,57474,Yes,M,Bachelors,Clerical
753037176,0,31,26520,Yes,M,Bachelors,Student
883748009,0,47,18444,Yes,F,High School,Student
31827166,0,53,107259,Yes,M,Masters,Professional
680782638,0,39,34046,Yes,F,High School,Clerical
883604551,0,33,32364,Yes,M,<High School,Clerical
714473703,0,59,106775,No,M,Masters,Lawyer
213057541,0,42,52988,Yes,M,High School,Blue Collar
885280620,0,40,16989,No,M,<High School,Blue Collar
931739722,0,41,17755,No,F,<High School,Clerical
939401184,1,37,61553,No,F,High School,Blue Collar
840809480,0,36,56048,Yes,M,Masters,Lawyer
800426023,0,44,16352,Yes,F,High School,Home Maker
14827139,0,56,44760,Yes,M,Bachelors,Manager
212687745,1,45,63952,Yes,F,Masters,Lawyer
224701093,0,34,22510,Yes,M,High School,Clerical
401200262,0,48,61553,Yes,M,Bachelors,Professional
926073051,1,44,24060,No,M,Bachelors,Clerical
45830738,0,33,20822,Yes,F,High School,Home Maker
997497927,0,32,54968,Yes,F,High School,Professional
862203239,0,34,14194,No,F,<High School,Clerical
116102677,1,38,2149,Yes,F,<High School,Home Maker
635101571,0,35,61553,No,F,<High School,Blue Collar
793404097,2,44,45576,Yes,F,<High School,Blue Collar
62434528,2,43,137103,No,F,Masters,Manager
935079846,0,49,61553,No,M,PhD,Unemployed
948288985,0,46,79538,No,F,Bachelors,Manager
396323054,0,45,185836,Yes,F,PhD,Lawyer
299024508,0,46,61553,No,M,Masters,Unemployed
39392545,0,45,61931,Yes,M,Masters,Unemployed
536604822,0,48,61509,Yes,M,Masters,Unemployed
429992959,0,63,74426,No,F,PhD,Doctor
160577728,0,44,74722,Yes,F,Bachelors,Professional
108385737,1,45,102393,No,M,Bachelors,Professional
414142186,0,62,40656,Yes,F,High School,Clerical
421217157,0,48,0,Yes,F,High School,Home Maker
935010485,1,37,61553,Yes,F,Bachelors,Blue Collar
537840281,0,35,29371,No,F,<High School,Clerical
748139140,0,48,31773,Yes,M,High School,Clerical
601118153,0,39,33727,No,F,Bachelors,Clerical
808304017,0,49,0,Yes,F,Masters,Professional
803325269,0,44,139330,No,F,High School,Blue Collar
701235200,0,50,163296,No,F,PhD,Lawyer
916609661,0,30,17455,No,F,<High School,Blue Collar
469714824,0,54,71007,Yes,M,Bachelors,Manager
46606719,0,38,0,Yes,M,High School,Student
454040458,0,53,38036,Yes,F,High School,Blue Collar
951246359,0,53,41199,No,F,Bachelors,Manager
389315422,0,29,38042,No,M,High School,Professional
180660768,0,58,91223,No,M,Masters,Lawyer
184578161,0,55,45787,Yes,F,Masters,Lawyer
59798468,0,55,84964,Yes,M,Bachelors,Blue Collar
957817015,0,56,38240,Yes,F,High School,Clerical
402443529,0,39,0,Yes,F,High School,Home Maker
298667574,2,44,142588,Yes,M,Masters,Manager
303462460,0,34,51565,No,M,Masters,Lawyer
629946797,0,34,0,Yes,F,High School,Home Maker
783473090,0,36,105384,Yes,M,Masters,Professional
8565171,0,41,66265,Yes,M,Masters,Lawyer
950995873,0,46,61553,No,M,Masters,Unemployed
867703916,0,45,32394,No,F,High School,Clerical
593582812,0,42,76226,Yes,M,Bachelors,Blue Collar
22340563,1,38,7528,Yes,M,<High School,Clerical
679555193,0,33,0,No,M,High School,Student
161607403,0,37,61553,Yes,F,Bachelors,Student
700623278,1,42,32797,Yes,F,Masters,Lawyer
755810990,0,47,44705,Yes,F,Bachelors,Professional
464090162,0,43,0,Yes,F,Bachelors,Home Maker
170483243,0,52,68992,No,F,Bachelors,Blue Collar
421316364,0,43,132561,No,M,Masters,Professional
505563410,0,64,31738,Yes,M,<High School,Blue Collar
813759954,0,66,96830,Yes,M,Masters,Professional
37074844,0,60,125893,No,M,PhD,Unemployed
130470336,2,35,154577,No,F,Bachelors,Blue Collar
637739719,0,52,64014,Yes,M,<High School,Blue Collar
427956603,0,52,79348,Yes,F,High School,Manager
993272296,0,56,192089,Yes,M,PhD,Unemployed
880941719,1,38,61553,Yes,F,High School,Student
765577228,0,55,108152,Yes,F,Masters,Manager
879477038,0,47,61553,Yes,M,Bachelors,Manager
718294261,0,37,123520,Yes,M,Bachelors,Blue Collar
538875785,0,47,45257,Yes,M,Bachelors,Clerical
106556153,0,26,53244,No,M,Bachelors,Professional
199037688,1,61,41857,Yes,F,Masters,Manager
602893924,0,41,126468,No,F,Masters,Manager
52095937,3,40,75516,Yes,F,High School,Blue Collar
351243985,0,52,76954,No,M,Bachelors,Professional
838970447,0,58,150352,Yes,F,Masters,Manager
515204929,0,52,88560,Yes,M,Masters,Lawyer
711833264,1,38,37580,Yes,F,<High School,Clerical
818910510,0,41,23344,Yes,M,High School,Blue Collar
243016778,0,37,43290,Yes,F,Bachelors,Blue Collar
456565450,0,48,48737,Yes,M,Bachelors,Manager
693628088,0,47,64259,Yes,M,High School,Clerical
735552551,0,41,110386,Yes,M,Masters,Unemployed
504537312,0,49,53765,No,F,Bachelors,Professional
82973186,0,41,12541,No,M,<High School,Clerical
568473723,0,47,104271,Yes,M,Masters,Unemployed
363126949,0,30,26226,Yes,F,High School,Clerical
411375726,0,44,67278,Yes,F,Masters,Lawyer
789568994,0,46,104990,No,F,Bachelors,Professional
927823143,0,49,89948,No,F,Bachelors,Professional
453867386,0,33,111427,Yes,F,Masters,Unemployed
747049542,1,34,29431,Yes,F,<High School,Clerical
1307371,0,44,44790,Yes,F,Masters,Unemployed
237786417,1,43,76159,No,F,Bachelors,Professional
179968769,0,62,107734,No,F,PhD,Lawyer
180832267,0,42,0,No,M,<High School,Student
328154114,0,36,25282,No,F,High School,Clerical
316724150,0,47,18549,Yes,M,Masters,Lawyer
582086109,0,50,61553,Yes,M,High School,Clerical
680425927,0,51,50166,No,M,High School,Blue Collar
541204921,0,46,73872,Yes,F,Masters,Lawyer
329922821,0,50,73343,Yes,F,High School,Manager
271813109,0,43,49849,No,F,Masters,Lawyer
394642738,1,39,12054,Yes,F,<High School,Student
93412915,0,43,48184,Yes,F,High School,Blue Collar
531912267,0,60,78936,Yes,F,Masters,Lawyer
753941980,0,55,0,No,M,<High School,Student
116801717,0,40,78914,No,F,Bachelors,Manager
56874449,0,39,77125,Yes,F,Bachelors,Clerical
426760177,0,49,38326,Yes,M,Masters,Lawyer
632192290,0,38,25835,Yes,M,High School,Clerical
293412653,0,42,47660,Yes,M,Masters,Professional
285566265,0,42,123143,No,F,Masters,Manager
461573915,0,49,22059,Yes,F,<High School,Clerical
735267214,1,36,50750,No,F,Masters,Manager
225215551,0,34,23571,No,M,High School,Clerical
715988300,0,49,0,Yes,F,PhD,Home Maker
473135731,0,52,35631,Yes,M,High School,Clerical
754422565,0,50,129234,No,M,PhD,Doctor
264474096,0,53,61553,No,F,<High School,Clerical
683378483,0,55,55409,Yes,M,Bachelors,Blue Collar
986629118,1,40,35260,Yes,F,<High School,Blue Collar
925227514,0,40,48067,No,F,Bachelors,Clerical
437239046,0,45,64867,Yes,F,Masters,Lawyer
493235037,0,80,97716,Yes,M,Bachelors,Professional
503906420,0,48,39613,Yes,M,High School,Blue Collar
931284804,0,37,61553,No,M,High School,Student
384628643,0,40,49780,No,F,<High School,Clerical
919341680,0,26,33283,Yes,M,Bachelors,Blue Collar
122722410,0,45,60845,No,F,Bachelors,Manager
138562850,0,46,26697,Yes,F,<High School,Clerical
582602737,0,42,136344,No,F,PhD,Doctor
349219108,0,36,70313,Yes,F,Bachelors,Professional
197076194,0,45,23773,No,F,High School,Home Maker
751811972,0,52,115713,No,F,Bachelors,Professional
345771306,0,41,55364,No,M,High School,Clerical
164734443,0,36,27693,Yes,F,<High School,Clerical
449363369,0,56,0,Yes,F,Bachelors,Home Maker
699382604,1,53,0,Yes,F,<High School,Student
270402636,0,39,32936,No,F,High School,Clerical
847568213,0,38,33151,Yes,F,Bachelors,Professional
581342206,1,45,0,No,M,High School,Home Maker
586056136,0,46,24575,Yes,F,High School,Home Maker
621465072,0,43,32546,Yes,M,<High School,Clerical
658489952,1,54,0,No,F,Bachelors,Home Maker
830855632,0,55,163158,Yes,M,Masters,Unemployed
159680310,0,61,58212,Yes,F,<High School,Blue Collar
444239590,0,50,73308,No,M,Masters,Lawyer
34434267,0,62,22181,No,F,High School,Clerical
416505182,0,53,84345,Yes,F,Bachelors,Manager
642987359,0,52,24590,Yes,M,High School,Blue Collar
930929206,0,54,107808,Yes,F,Bachelors,Manager
23391155,0,53,52759,Yes,F,Bachelors,Professional
922808394,0,51,76443,Yes,F,Masters,Lawyer
391760011,0,39,59685,Yes,M,High School,Blue Collar
987326546,0,38,90647,Yes,F,Masters,Lawyer
381161377,0,42,43174,No,M,<High School,Blue Collar
382476479,0,31,30653,No,F,High School,Clerical
841940867,0,44,146267,Yes,M,Masters,Unemployed
754620325,0,41,0,No,F,Masters,Home Maker
112683646,3,36,61553,Yes,F,High School,Student
940500522,0,48,84629,Yes,F,Bachelors,Manager
934739805,0,49,59148,Yes,F,High School,Professional
819642529,1,45,111268,Yes,F,Masters,Lawyer
810723697,0,47,81899,No,M,High School,Professional
457987162,0,41,97700,No,F,Bachelors,Home Maker
601891328,0,45,1158,Yes,F,High School,Student
62418137,0,53,114088,Yes,F,High School,Manager
312200998,0,51,80621,Yes,F,High School,Professional
441643202,0,51,94328,Yes,F,Masters,Lawyer
378763891,0,36,49703,No,M,Masters,Unemployed
528728477,0,43,61553,No,F,Bachelors,Manager
792196051,0,43,61553,Yes,F,High School,Blue Collar
58776285,0,53,25289,Yes,F,<High School,Home Maker
273369457,0,40,95405,No,M,Masters,Unemployed
321756880,0,31,26112,Yes,F,<High School,Clerical
720467228,0,32,30955,No,F,High School,Clerical
272574318,0,58,131560,No,F,PhD,Doctor
170341954,0,49,89612,Yes,M,Masters,Professional
589266751,0,50,90566,No,F,Masters,Lawyer
82438997,0,45,62447,No,M,High School,Blue Collar
290532681,0,46,108701,Yes,F,Masters,Manager
775565803,0,47,94774,No,M,High School,Manager
406716758,1,43,72357,Yes,M,Bachelors,Blue Collar
75059545,0,41,80718,No,F,Bachelors,Professional
390391019,0,48,140112,No,F,PhD,Unemployed
92266258,0,39,19016,No,M,High School,Professional
968152368,0,49,0,No,F,High School,Home Maker
320606745,0,45,19909,Yes,F,<High School,Clerical
763546349,0,36,4885,Yes,F,Masters,Lawyer
484098012,1,59,119382,No,F,Masters,Manager
718072463,0,60,89511,Yes,M,Masters,Unemployed
638536907,0,49,107375,Yes,F,Bachelors,Professional
334788395,0,45,36947,Yes,F,High School,Clerical
645904097,0,34,27581,No,M,<High School,Blue Collar
281496208,0,57,8212,Yes,M,<High School,Student
330583611,0,33,86187,No,M,Bachelors,Professional
469933313,0,52,42255,No,M,High School,Blue Collar
729998807,0,53,37646,Yes,F,High School,Clerical
190155317,0,57,61553,Yes,F,Bachelors,Blue Collar
160311489,0,37,116043,No,F,Bachelors,Home Maker
13754425,0,45,89479,Yes,M,Bachelors,Manager
314329596,0,38,92917,No,M,Bachelors,Professional
119788926,0,36,29741,No,F,<High School,Clerical
335706802,0,51,3673,Yes,M,High School,Student
196318853,1,39,61370,No,M,Masters,Manager
944419063,0,51,32159,No,F,<High School,Blue Collar
870743869,2,40,20126,No,F,<High School,Blue Collar
17880810,0,54,44782,No,F,<High School,Clerical
645000039,0,34,59828,No,F,Bachelors,Blue Collar
594467420,1,41,74022,Yes,F,Masters,Manager
756140580,0,36,80256,Yes,M,Bachelors,Blue Collar
605748289,0,55,6094,Yes,M,High School,Student
930282594,1,45,0,Yes,F,Masters,Home Maker
128484499,2,45,30085,Yes,M,<High School,Clerical
901443160,0,50,80241,No,F,Masters,Lawyer
50629045,1,44,46140,Yes,M,High School,Blue Collar
465629484,0,55,55673,Yes,F,Bachelors,Blue Collar
752931241,0,44,32317,No,M,High School,Clerical
656528078,0,50,58762,No,M,Masters,Lawyer
934286635,0,60,76899,Yes,M,PhD,Doctor
128002194,0,40,48640,No,M,High School,Blue Collar
65790066,0,57,78592,Yes,F,High School,Blue Collar
357762726,0,47,80105,No,M,Masters,Manager
53702103,0,47,21282,Yes,M,High School,Student
197015157,0,64,61521,Yes,F,Masters,Lawyer
944239689,0,34,105554,No,M,Masters,Lawyer
48124408,0,52,147666,Yes,F,Masters,Lawyer
739230069,1,42,69290,No,M,Masters,Unemployed
620638009,2,41,61553,Yes,M,<High School,Student
192114963,0,41,78675,No,M,Bachelors,Blue Collar
242777133,0,44,2954,No,F,<High School,Clerical
975778622,0,54,105762,No,M,Masters,Lawyer
277552954,0,42,79185,Yes,F,Bachelors,Professional
33544630,0,56,111702,No,F,PhD,Manager
496107895,0,50,219024,No,M,PhD,Unemployed
646753404,0,59,5005,No,F,High School,Student
511097692,0,51,55573,No,F,Masters,Lawyer
673726800,0,53,61862,Yes,M,PhD,Doctor
362716446,0,35,13760,No,F,High School,Student
758370952,0,54,88668,Yes,F,PhD,Lawyer
621176428,0,50,2657,Yes,F,Masters,Home Maker
180019907,0,29,51122,Yes,F,Bachelors,Blue Collar
756376204,0,32,21944,Yes,F,<High School,Blue Collar
510001503,0,57,61553,No,F,High School,Clerical
919835907,0,43,97953,No,M,Bachelors,Blue Collar
880702697,0,44,0,Yes,F,Bachelors,Home Maker
899830494,1,38,83937,Yes,F,Bachelors,Blue Collar
666444862,1,37,96188,No,F,Bachelors,Professional
476379522,1,55,17820,Yes,F,Bachelors,Home Maker
142840345,2,51,62894,Yes,F,Bachelors,Clerical
874440593,1,42,68090,No,F,Bachelors,Blue Collar
790738376,0,45,25032,No,F,High School,Clerical
256323118,0,54,52078,Yes,M,Masters,Unemployed
155781501,0,48,42008,Yes,F,Masters,Lawyer
597296394,0,54,90149,Yes,F,Masters,Manager
999482663,0,48,22633,Yes,F,Bachelors,Manager
612923010,0,50,0,Yes,M,<High School,Student
514109893,0,25,51544,No,F,High School,Blue Collar
353605491,0,55,75249,No,M,Masters,Unemployed
205543280,0,35,72389,No,F,PhD,Lawyer
695833713,0,29,73842,No,F,High School,Blue Collar
388238418,1,45,0,No,M,<High School,Student
890299798,0,37,61553,No,F,Bachelors,Professional
663636222,0,56,109521,Yes,M,PhD,Unemployed
710752022,0,45,71969,No,F,Masters,Lawyer
824235589,0,51,117016,No,F,Masters,Manager
922784654,0,48,61553,No,F,Bachelors,Professional
616722972,0,52,37295,No,M,<High School,Blue Collar
132742099,0,40,50224,No,M,High School,Blue Collar
82157353,0,41,109957,Yes,F,Masters,Lawyer
884328607,0,44,44141,Yes,M,PhD,Doctor
499733944,0,54,30388,No,M,Masters,Lawyer
993909059,0,42,85752,Yes,M,Masters,Unemployed
719425580,0,50,8345,Yes,M,<High School,Student
573931423,0,38,10486,Yes,M,<High School,Clerical
388050397,0,36,33284,Yes,F,High School,Blue Collar
125992610,0,62,33713,Yes,F,Bachelors,Blue Collar
594606184,0,47,76462,Yes,M,Bachelors,Professional
674471094,0,47,144957,No,F,PhD,Doctor
833443761,0,46,79317,Yes,M,High School,Professional
542013577,0,42,64705,No,M,Masters,Unemployed
314882114,0,44,0,Yes,F,Masters,Home Maker
673112887,0,36,20891,Yes,F,High School,Blue Collar
196628077,0,33,0,Yes,M,<High School,Student
179892685,0,35,17493,No,F,<High School,Clerical
100818915,0,43,142297,No,F,PhD,Lawyer
294957776,0,45,94325,Yes,M,Masters,Lawyer
213361324,0,55,72337,Yes,M,PhD,Manager
590277374,0,27,1212,Yes,M,High School,Student
234108296,0,41,157237,No,F,Masters,Manager
486162680,0,40,5322,Yes,F,Bachelors,Home Maker
105645072,0,43,39848,No,F,Masters,Lawyer
159318106,0,42,117978,No,F,Bachelors,Blue Collar
858966351,0,57,51737,Yes,F,High School,Blue Collar
192744071,0,56,62483,Yes,F,Bachelors,Manager
188827017,0,64,38020,Yes,M,High School,Blue Collar
250492527,0,32,60050,No,F,High School,Clerical
737298009,2,39,61553,No,F,Bachelors,Manager
764936907,0,37,97266,No,F,Bachelors,Blue Collar
471548802,0,45,19793,Yes,F,High School,Home Maker
18938047,0,39,73367,No,M,Bachelors,Professional
716232766,0,32,4478,No,F,<High School,Student
137443614,0,44,5952,Yes,M,Bachelors,Student
406695090,0,39,50875,Yes,F,<High School,Blue Collar
180434966,1,41,32057,Yes,F,High School,Clerical
197424537,0,35,62036,Yes,M,High School,Blue Collar
158580440,0,64,40528,Yes,F,High School,Blue Collar
865934369,0,46,266027,No,M,PhD,Unemployed
983599846,0,59,158703,No,F,PhD,Doctor
417088161,1,39,52950,Yes,M,High School,Manager
454217720,0,44,75046,Yes,M,High School,Blue Collar
727995019,0,40,39600,No,F,High School,Clerical
896831217,0,43,67109,Yes,F,High School,Blue Collar
514525729,0,48,75723,Yes,F,Bachelors,Professional
976068152,0,38,75432,No,F,Bachelors,Manager
707887401,0,48,0,Yes,M,<High School,Student
362240875,0,60,61553,Yes,F,Bachelors,Manager
282526845,0,59,186632,Yes,M,PhD,Manager
786289554,0,43,97103,No,F,Masters,Lawyer
16380140,0,43,0,No,F,<High School,Home Maker
790941488,0,64,75166,No,F,Masters,Manager
892542306,0,55,0,Yes,F,Bachelors,Home Maker
258016112,0,35,64872,Yes,F,<High School,Clerical
305360927,0,54,10617,Yes,M,High School,Student
755132407,2,35,33799,Yes,F,High School,Clerical
443540965,0,46,140766,No,M,Masters,Unemployed
332762693,0,26,0,Yes,F,Bachelors,Student
953612670,0,43,46224,Yes,M,High School,Blue Collar
513623278,0,43,91877,No,F,Masters,Lawyer
385226708,0,54,193895,Yes,F,Masters,Lawyer
220967341,0,55,66964,No,M,Masters,Lawyer
585490263,0,45,0,No,M,High School,Student
717557168,0,42,34210,Yes,M,High School,Clerical
859631331,0,46,31177,No,M,High School,Professional
137281356,0,47,28654,No,M,High School,Professional
533779817,0,45,107327,No,F,Bachelors,Professional
789275794,0,55,45918,Yes,F,High School,Manager
569373348,1,43,24124,Yes,F,<High School,Blue Collar
777916931,0,53,106830,No,M,Bachelors,Manager
301401225,0,49,33322,No,F,Bachelors,Blue Collar
255981051,0,30,61553,Yes,F,Bachelors,Home Maker
999158340,0,47,15249,Yes,F,Masters,Home Maker
507152894,1,41,38034,Yes,F,PhD,Manager
670502617,0,49,95156,Yes,M,Masters,Professional
95033073,0,44,39852,Yes,F,High School,Blue Collar
480353791,0,31,110404,Yes,F,PhD,Unemployed
457650286,0,51,65702,No,F,Masters,Lawyer
255731304,0,50,36504,Yes,M,<High School,Blue Collar
195811371,0,58,51870,No,M,<High School,Blue Collar
57895463,0,56,125795,No,M,Masters,Lawyer
457758097,0,41,99959,No,F,Masters,Lawyer
930441156,0,37,61790,No,M,High School,Blue Collar
976339643,0,57,33707,No,F,<High School,Blue Collar
909194817,1,37,0,No,F,<High School,Student
918549572,0,34,68833,Yes,F,Bachelors,Clerical
445009433,0,49,28592,Yes,M,<High School,Clerical
440161891,0,42,64766,Yes,F,High School,Blue Collar
352494327,0,38,81447,Yes,M,Bachelors,Blue Collar
361419420,0,55,81188,No,M,Bachelors,Professional
458542755,1,37,62426,Yes,F,Bachelors,Manager
500969215,0,25,40095,No,M,High School,Clerical
195066900,0,44,87072,Yes,M,Bachelors,Professional
206553302,0,20,19933,No,F,High School,Blue Collar
336658177,1,40,52423,Yes,F,High School,Blue Collar
244035286,0,32,76985,No,M,Masters,Unemployed
428531409,0,35,0,Yes,F,<High School,Student
380033719,0,37,80997,No,M,Bachelors,Blue Collar
10083678,0,58,37528,Yes,M,Masters,Unemployed
490636474,1,40,54159,Yes,M,<High School,Blue Collar
121133457,0,54,62215,Yes,F,High School,Blue Collar
144963475,0,39,54714,Yes,M,High School,Blue Collar
349289375,0,49,37356,Yes,M,High School,Blue Collar
3828216,0,48,0,Yes,F,High School,Student
220536762,0,42,28341,Yes,M,<High School,Clerical
117032293,0,37,6217,Yes,F,High School,Student
390106458,0,56,27968,Yes,F,High School,Clerical
113006999,0,48,52275,Yes,M,Bachelors,Professional
196357678,0,21,40022,No,F,Bachelors,Manager
466727453,0,33,46453,Yes,M,<High School,Blue Collar
56143832,1,38,122492,No,F,Bachelors,Professional
715325953,0,33,22899,No,M,<High School,Clerical
357996074,0,51,124550,Yes,M,Masters,Lawyer
670054779,0,45,100822,Yes,M,Bachelors,Professional
303541974,0,40,57063,No,F,Masters,Professional
924126656,0,58,39707,Yes,M,<High School,Blue Collar
845511488,0,50,116403,No,M,Bachelors,Blue Collar
721052628,0,39,87562,No,M,Bachelors,Manager
144633248,0,50,24358,Yes,M,<High School,Blue Collar
847998804,0,39,0,No,F,High School,Home Maker
294081063,0,19,0,Yes,F,<High School,Student
398253782,0,49,40452,Yes,M,Bachelors,Blue Collar
205873423,0,33,14369,Yes,F,<High School,Clerical
411491601,0,43,176021,Yes,M,Masters,Unemployed
974973280,0,48,43095,Yes,M,High School,Blue Collar
299535182,0,45,70982,Yes,M,High School,Clerical
522831508,0,39,76150,Yes,M,Bachelors,Blue Collar
386495489,0,32,52469,No,M,High School,Blue Collar
330009006,0,46,106409,No,F,Masters,Unemployed
826987002,0,53,59797,Yes,F,PhD,Doctor
234471965,0,63,52064,Yes,F,High School,Blue Collar
925155504,0,51,0,Yes,F,<High School,Student
789161168,0,36,48710,No,F,<High School,Clerical
694149775,1,72,27625,Yes,F,<High School,Clerical
583492206,0,51,27940,No,M,<High School,Blue Collar
992495068,1,39,54298,Yes,F,Bachelors,Clerical
54576929,0,34,88760,No,F,Bachelors,Professional
185382071,0,53,77012,Yes,M,PhD,Doctor
296809989,0,45,45105,Yes,M,Masters,Unemployed
856909134,2,36,28326,Yes,F,<High School,Clerical
974600099,0,36,17085,Yes,F,High School,Student
302436609,0,32,17545,No,M,High School,Clerical
374872081,0,43,238856,Yes,M,Masters,Unemployed
176300530,0,54,69625,Yes,F,Bachelors,Manager
431960650,0,57,159517,No,M,PhD,Lawyer
530675931,0,47,28172,Yes,F,High School,Home Maker
753621305,1,36,60097,Yes,F,High School,Blue Collar
247833708,0,43,19219,No,F,<High School,Blue Collar
538813591,0,46,107677,No,F,PhD,Doctor
727784328,0,41,43889,No,F,Bachelors,Clerical
853742774,0,55,49627,Yes,M,High School,Blue Collar
885737455,0,63,26921,Yes,F,Bachelors,Manager
86637420,0,45,13891,Yes,F,<High School,Clerical
29782827,0,35,64488,Yes,M,High School,Blue Collar
564124540,0,60,163014,Yes,F,Bachelors,Professional
25715012,0,51,72900,No,F,Bachelors,Professional
873530429,0,43,0,Yes,F,High School,Student
313782874,0,39,42535,Yes,M,High School,Clerical
95483524,0,33,31675,Yes,F,High School,Blue Collar
508400544,3,37,6857,No,F,High School,Home Maker
279830030,1,39,66367,Yes,F,High School,Blue Collar
588524933,1,43,81674,Yes,M,Bachelors,Manager
68419810,0,48,93658,Yes,M,Bachelors,Professional
177904348,0,56,29524,Yes,F,<High School,Blue Collar
954222851,0,37,70495,No,M,High School,Blue Collar
695264867,0,40,180525,Yes,F,PhD,Manager
779731125,0,51,34658,Yes,M,Bachelors,Professional
390463105,0,42,0,No,F,High School,Home Maker
866499831,0,41,86227,No,M,Masters,Unemployed
597023314,0,46,27669,Yes,M,<High School,Blue Collar
527413473,0,35,77126,Yes,M,High School,Manager
436906531,0,43,68350,Yes,F,Masters,Lawyer
462828318,0,64,76552,Yes,F,Masters,Lawyer
999926368,0,46,57456,Yes,M,Bachelors,Manager
386689370,2,39,173533,Yes,M,Masters,Unemployed
995983724,0,69,69098,Yes,M,Bachelors,Manager
694564429,0,35,0,Yes,F,<High School,Student
767746253,2,44,65134,Yes,M,Bachelors,Blue Collar
302914112,0,44,93041,Yes,M,Bachelors,Blue Collar
727384818,0,39,69516,Yes,F,Bachelors,Clerical
716374232,0,56,126700,Yes,F,Masters,Lawyer
349489914,0,59,61553,Yes,M,PhD,Manager
105813423,1,41,30043,No,M,High School,Clerical
305504579,1,57,34116,No,F,High School,Clerical
242000609,0,43,54932,Yes,M,High School,Clerical
305612736,0,42,94591,No,M,<High School,Blue Collar
118339017,0,52,65465,No,M,Masters,Manager
662689878,0,46,56849,No,M,High School,Blue Collar
563040522,0,51,46201,Yes,M,High School,Blue Collar
293369737,0,43,0,No,F,Masters,Home Maker
678926910,0,52,125662,No,F,Masters,Lawyer
105167366,0,43,102262,Yes,F,Masters,Lawyer
422147419,0,47,18535,Yes,F,Masters,Lawyer
653240659,0,44,29502,Yes,F,<High School,Clerical
770197017,0,48,93303,Yes,M,Masters,Lawyer
939439584,0,33,249,No,F,High School,Student
926619902,2,41,24862,No,F,Bachelors,Student
262104318,0,49,108748,Yes,F,<High School,Blue Collar
459023169,0,50,0,Yes,F,High School,Home Maker
726219892,0,42,86596,Yes,M,Masters,Professional
508339617,0,33,92904,No,F,Bachelors,Blue Collar
345344329,0,42,82281,No,F,Bachelors,Blue Collar
249645278,0,41,61553,Yes,F,High School,Professional
628164043,0,40,63400,Yes,F,High School,Clerical
459685968,0,51,62463,Yes,F,Bachelors,Blue Collar
319394056,0,57,25761,Yes,M,Bachelors,Clerical
411870556,0,42,49224,Yes,M,High School,Blue Collar
957050266,0,46,41083,Yes,F,High School,Blue Collar
338776264,1,56,61553,Yes,F,Bachelors,Professional
730524072,0,52,70293,Yes,F,Bachelors,Professional
94764565,0,38,34319,Yes,F,High School,Clerical
