89,Sports Car,No,1,537840281
90,Pickup,No,1,748139140
91,SUV,No,12,601118153
92,SUV,No,14,808304017
93,Sports Car,No,1,803325269
94,Minivan,No,14,701235200
95,Minivan,No,6,916609661
96,Minivan,No,11,469714824
97,Van,No,6,46606719
98,SUV,No,1,454040458
99,SUV,No,8,951246359
100,Minivan,No,1,389315422
101,Pickup,No,8,180660768
102,Minivan,No,13,184578161
103,Pickup,Yes,11,59798468
104,SUV,No,8,957817015
105,Sports Car,No,8,402443529
106,Minivan,Yes,9,298667574
107,Van,Yes,15,303462460
108,SUV,No,1,629946797
109,Minivan,Yes,17,783473090
110,Minivan,Yes,9,8565171
111,Panel Truck,Yes,17,950995873
112,SUV,No,1,867703916
113,Panel Truck,Yes,14,593582812
114,Pickup,Yes,8,22340563
115,Minivan,Yes,5,679555193
116,SUV,No,6,161607403
117,Minivan,No,14,700623278
118,SUV,No,10,755810990
119,SUV,No,7,464090162
120,Minivan,No,10,170483243
121,Panel Truck,No,1,421316364
122,SUV,No,1,505563410
123,SUV,No,16,813759954
124,Pickup,Yes,15,37074844
125,SUV,No,1,130470336
126,Pickup,Yes,5,637739719
127,SUV,No,1,427956603
128,Van,Yes,8,993272296
129,Sports Car,No,10,880941719
130,SUV,No,15,765577228
131,Van,Yes,13,879477038
132,Van,No,8,718294261
133,Panel Truck,Yes,8,538875785
134,Van,Yes,8,106556153
135,Sports Car,No,21,199037688
136,Pickup,No,18,602893924
137,Sports Car,No,6,52095937
138,Minivan,Yes,11,351243985
139,Pickup,No,17,838970447
140,Minivan,No,17,515204929
141,SUV,No,1,711833264
142,Pickup,No,1,818910510
143,SUV,No,10,243016778
144,Pickup,Yes,1,456565450
145,Minivan,No,9,693628088
146,Van,Yes,14,735552551
147,SUV,No,1,504537312
148,Minivan,Yes,1,82973186
149,Panel Truck,Yes,11,568473723
150,SUV,No,1,363126949
151,Minivan,No,16,411375726
152,SUV,No,7,789568994
153,SUV,No,9,927823143
154,Van,No,4,453867386
155,Minivan,No,8,747049542
156,Pickup,No,9,1307371
157,SUV,No,8,237786417
158,SUV,No,15,179968769
159,Pickup,Yes,1,180832267
160,SUV,No,1,328154114
161,Minivan,No,14,316724150
162,Van,Yes,7,582086109
163,Pickup,No,1,680425927
164,Sports Car,No,16,541204921
165,Minivan,No,8,329922821
166,SUV,No,20,271813109
167,Pickup,No,1,394642738
168,Sports Car,No,1,93412915
169,SUV,No,15,531912267
170,Pickup,No,1,753941980
171,SUV,No,10,116801717
172,Sports Car,No,13,56874449
173,Pickup,Yes,17,426760177
174,Pickup,Yes,12,632192290
175,Pickup,Yes,18,293412653
176,Minivan,No,14,285566265
177,Pickup,No,1,461573915
178,SUV,No,14,735267214
179,Pickup,Yes,7,225215551
180,SUV,No,1,715988300
181,Minivan,Yes,1,473135731
182,Van,Yes,8,754422565
183,SUV,No,7,264474096
184,Panel Truck,No,14,683378483
185,SUV,No,1,986629118
186,Minivan,No,8,925227514
187,SUV,No,10,437239046
188,Minivan,Yes,10,493235037
189,Pickup,Yes,1,503906420
190,Minivan,Yes,8,931284804
191,Sports Car,No,1,384628643
192,Pickup,No,16,919341680
193,Minivan,No,18,122722410
194,SUV,No,1,138562850
195,Sports Car,No,17,582602737
196,Minivan,No,4,349219108
197,Van,No,1,197076194
198,Sports Car,No,11,751811972
199,Panel Truck,Yes,1,345771306
200,Sports Car,No,7,164734443
201,SUV,No,9,449363369
202,Sports Car,No,7,699382604
203,SUV,No,7,270402636
204,SUV,No,9,847568213
205,Minivan,No,1,581342206
206,Sports Car,No,9,586056136
207,Minivan,Yes,5,621465072
208,SUV,No,9,658489952
209,Panel Truck,No,19,830855632
210,Sports Car,No,1,159680310
211,Van,No,19,444239590
212,Sports Car,No,1,34434267
213,SUV,No,5,416505182
214,Minivan,Yes,8,642987359
215,Pickup,No,6,930929206
216,Minivan,No,13,23391155
217,SUV,No,8,922808394
218,Pickup,No,1,391760011
219,Minivan,No,15,987326546
220,Pickup,Yes,1,381161377
221,Sports Car,No,7,382476479
222,Pickup,No,10,841940867
223,Minivan,No,17,754620325
224,SUV,No,10,112683646
225,SUV,No,10,940500522
226,SUV,No,1,934739805
227,Van,No,10,819642529
228,Minivan,Yes,1,810723697
229,Pickup,No,6,457987162
230,SUV,No,1,601891328
231,Pickup,No,8,62418137
232,Van,No,1,312200998
233,Sports Car,No,1,441643202
234,Panel Truck,Yes,20,378763891
235,SUV,No,6,528728477
236,Minivan,No,1,792196051
237,SUV,No,7,58776285
238,Panel Truck,No,14,273369457
239,SUV,No,5,321756880
240,SUV,No,8,720467228
241,SUV,No,14,272574318
242,Pickup,Yes,23,170341954
243,Van,No,18,589266751
244,Minivan,Yes,1,82438997
245,SUV,No,17,290532681
246,Van,No,13,775565803
247,Minivan,Yes,7,406716758
248,Sports Car,No,8,75059545
249,Pickup,No,17,390391019
250,Pickup,Yes,8,92266258
251,Minivan,No,1,968152368
252,Sports Car,No,1,320606745
253,SUV,No,17,763546349
254,Pickup,No,16,484098012
255,Pickup,Yes,15,718072463
256,SUV,No,8,638536907
257,SUV,No,1,334788395
258,Minivan,Yes,5,645904097
259,Pickup,Yes,8,281496208
260,Minivan,No,5,330583611
261,Minivan,No,12,469933313
262,SUV,No,10,729998807
263,Minivan,No,9,190155317
264,SUV,No,9,160311489
265,Minivan,Yes,8,13754425
266,Minivan,Yes,4,314329596
267,SUV,No,7,119788926
268,Pickup,No,1,335706802
269,Van,Yes,12,196318853
270,SUV,No,6,944419063
271,SUV,No,1,870743869
272,SUV,No,9,17880810
273,SUV,No,13,645000039
274,Sports Car,No,12,594467420
275,Minivan,Yes,15,756140580
276,Panel Truck,Yes,1,605748289
277,Minivan,No,11,930282594
278,Pickup,No,8,128484499
279,Pickup,No,11,901443160
280,Pickup,No,1,50629045
281,Van,No,13,465629484
282,Minivan,Yes,1,752931241
283,Minivan,Yes,8,656528078
284,Sports Car,Yes,14,934286635
285,Pickup,No,4,128002194
286,Sports Car,No,8,65790066
287,Minivan,Yes,12,357762726
288,Van,No,8,53702103
289,Sports Car,No,9,197015157
290,Minivan,No,20,944239689
291,SUV,No,17,48124408
292,Panel Truck,Yes,11,739230069
293,Pickup,Yes,6,620638009
294,Minivan,Yes,3,192114963
295,Sports Car,Yes,5,242777133
296,Minivan,Yes,18,975778622
297,SUV,No,1,277552954
298,SUV,No,17,33544630
299,Panel Truck,Yes,20,496107895
300,SUV,No,8,646753404
301,SUV,No,14,511097692
302,Pickup,Yes,14,673726800
303,SUV,No,1,362716446
304,Minivan,No,14,758370952
305,Sports Car,No,11,621176428
306,SUV,No,9,180019907
307,SUV,No,1,756376204
308,SUV,No,1,510001503
309,Panel Truck,No,8,919835907
310,Sports Car,No,8,880702697
311,SUV,No,10,899830494
312,SUV,No,10,666444862
313,SUV,No,8,476379522
314,Sports Car,No,10,142840345
315,Minivan,No,12,874440593
316,Pickup,Yes,1,790738376
317,Panel Truck,Yes,18,256323118
318,SUV,No,14,155781501
319,SUV,No,10,597296394
320,SUV,No,9,999482663
321,Minivan,No,1,612923010
322,SUV,No,1,514109893
323,Van,Yes,21,353605491
324,Minivan,No,10,205543280
325,Sports Car,No,1,695833713
326,Pickup,No,1,388238418
327,SUV,No,9,890299798
328,Pickup,No,17,663636222
329,SUV,No,1,710752022
330,Minivan,No,8,824235589
331,Minivan,No,10,922784654
332,Pickup,Yes,1,616722972
333,Minivan,Yes,5,132742099
334,Sports Car,No,18,82157353
335,Pickup,No,0,884328607
336,Van,No,13,499733944
337,Pickup,No,19,993909059
338,Minivan,Yes,5,719425580
339,Minivan,No,5,573931423
340,SUV,No,10,388050397
341,Sports Car,No,15,125992610
342,Minivan,Yes,7,594606184
343,SUV,No,1,674471094
344,Pickup,Yes,6,833443761
345,Panel Truck,Yes,19,542013577
346,Sports Car,No,13,314882114
347,SUV,No,7,673112887
348,Pickup,Yes,1,196628077
349,Minivan,No,1,179892685
350,Minivan,No,8,100818915
351,SUV,No,14,294957776
352,Panel Truck,No,11,213361324
353,Minivan,Yes,8,590277374
354,Minivan,No,15,234108296
355,Pickup,No,1,486162680
356,SUV,No,15,105645072
357,SUV,No,7,159318106
358,SUV,No,11,858966351
359,Minivan,No,8,192744071
360,Pickup,Yes,3,188827017
361,Minivan,No,1,250492527
362,Sports Car,No,10,737298009
363,Minivan,No,11,764936907
364,SUV,No,5,471548802
365,Minivan,Yes,7,18938047
366,SUV,No,8,716232766
367,Pickup,Yes,10,137443614
368,Sports Car,No,1,406695090
369,SUV,No,1,180434966
370,Van,Yes,1,197424537
371,Sports Car,No,6,158580440
372,Panel Truck,Yes,23,865934369
373,SUV,No,18,983599846
374,Pickup,Yes,8,417088161
375,Pickup,Yes,10,454217720
376,Sports Car,No,1,727995019
377,SUV,No,1,896831217
378,Minivan,No,12,514525729
379,SUV,No,13,976068152
380,Minivan,Yes,1,707887401
381,Sports Car,No,13,362240875
382,Van,No,13,282526845
383,SUV,No,15,786289554
384,SUV,No,1,16380140
385,Sports Car,No,8,790941488
386,Sports Car,No,14,892542306
387,SUV,No,8,258016112
388,Pickup,No,9,305360927
389,SUV,No,1,755132407
390,Panel Truck,Yes,13,443540965
391,Sports Car,No,6,332762693
392,Pickup,Yes,10,953612670
393,Sports Car,No,18,513623278
394,SUV,No,15,385226708
395,Minivan,Yes,18,220967341
396,Panel Truck,Yes,8,585490263
397,Minivan,Yes,1,717557168
398,Panel Truck,No,1,859631331
399,Pickup,Yes,8,137281356
400,SUV,No,9,533779817
401,Sports Car,No,1,789275794
402,SUV,No,1,569373348
403,Minivan,Yes,7,777916931
404,SUV,No,10,301401225
405,SUV,No,9,255981051
406,Sports Car,No,15,999158340
407,SUV,No,1,507152894
408,Pickup,No,15,670502617
409,SUV,No,6,95033073
410,Pickup,No,14,480353791
411,SUV,No,1,457650286
412,Minivan,Yes,8,255731304
413,Panel Truck,Yes,1,195811371
414,Minivan,Yes,14,57895463
415,Minivan,No,11,457758097
416,Minivan,No,7,930441156
417,Pickup,No,1,976339643
418,SUV,No,1,909194817
419,Pickup,No,9,918549572
420,Pickup,No,1,445009433
421,SUV,No,1,440161891
422,Minivan,Yes,9,352494327
423,Panel Truck,No,8,361419420
424,SUV,No,8,458542755
425,Panel Truck,Yes,9,500969215
426,Minivan,No,15,195066900
427,SUV,Yes,9,206553302
428,Sports Car,No,1,336658177
429,Van,Yes,15,244035286
430,Sports Car,No,1,428531409
431,Van,Yes,7,380033719
432,Pickup,No,8,10083678
433,Van,Yes,1,490636474
434,Sports Car,No,5,121133457
435,Minivan,No,1,144963475
436,Pickup,Yes,6,349289375
437,SUV,No,10,3828216
438,Pickup,Yes,1,220536762
439,Pickup,No,4,117032293
440,SUV,No,10,390106458
441,Minivan,No,6,113006999
442,Sports Car,Yes,1,196357678
443,Minivan,No,5,466727453
444,Pickup,No,1,56143832
445,Pickup,Yes,5,715325953
446,Minivan,No,10,357996074
447,Minivan,No,7,670054779
448,Sports Car,No,19,303541974
449,Van,Yes,6,924126656
450,Panel Truck,Yes,8,845511488
451,Pickup,Yes,14,721052628
452,Van,No,7,144633248
453,SUV,No,8,847998804
454,SUV,No,1,294081063
455,Minivan,Yes,7,398253782
456,SUV,No,6,205873423
457,Panel Truck,No,20,411491601
458,Pickup,Yes,1,974973280
459,SUV,No,6,299535182
460,Minivan,No,8,522831508
461,Pickup,No,9,386495489
462,Pickup,No,18,330009006
463,Minivan,No,16,826987002
464,Sports Car,No,1,234471965
465,SUV,No,6,925155504
466,SUV,No,5,789161168
467,Sports Car,No,1,694149775
468,Van,Yes,6,583492206
469,Minivan,No,9,992495068
470,SUV,No,8,54576929
471,Van,No,13,185382071
472,Van,Yes,9,296809989
473,Pickup,No,8,856909134
474,Sports Car,No,1,974600099
475,Pickup,No,1,302436609
476,Panel Truck,Yes,22,374872081
477,SUV,No,12,176300530
478,Minivan,No,17,431960650
479,SUV,No,1,530675931
480,Pickup,No,1,753621305
481,SUV,No,1,247833708
482,Sports Car,No,16,538813591
483,SUV,No,7,727784328
484,Minivan,No,1,853742774
485,SUV,No,11,885737455
486,SUV,No,8,86637420
487,Van,Yes,7,29782827
488,Pickup,No,8,564124540
489,SUV,No,8,25715012
490,Minivan,No,1,873530429
491,Van,Yes,8,313782874
492,Sports Car,No,1,95483524
493,SUV,No,7,508400544
494,Sports Car,No,1,279830030
495,Panel Truck,No,10,588524933
496,Van,Yes,10,68419810
497,SUV,No,7,177904348
498,Minivan,No,8,954222851
499,SUV,No,13,695264867
500,Minivan,No,11,779731125
501,Sports Car,No,1,390463105
502,Van,No,17,866499831
503,Minivan,Yes,1,597023314
504,Pickup,Yes,1,527413473
505,SUV,No,13,436906531
506,Sports Car,No,9,462828318
507,Minivan,Yes,6,999926368
508,Panel Truck,Yes,12,386689370
509,SUV,Yes,11,995983724
510,SUV,No,6,694564429
511,Minivan,No,8,767746253
512,Minivan,Yes,5,302914112
513,SUV,No,13,727384818
514,Pickup,No,11,716374232
515,Van,Yes,14,349489914
516,Van,Yes,1,105813423
517,Sports Car,No,7,305504579
518,Pickup,Yes,1,242000609
519,Van,Yes,8,305612736
520,Van,Yes,10,118339017
521,Pickup,Yes,1,662689878
522,Pickup,Yes,9,563040522
523,Sports Car,No,13,293369737
524,Minivan,No,16,678926910
525,SUV,No,15,105167366
526,Minivan,No,17,422147419
527,Minivan,No,2,653240659
528,Minivan,Yes,1,770197017
529,SUV,No,11,939439584
530,Sports Car,No,10,926619902
531,SUV,No,7,262104318
532,Sports Car,No,8,459023169
533,Minivan,No,16,726219892
534,SUV,No,10,508339617
535,SUV,No,10,345344329
536,SUV,No,8,249645278
537,Minivan,No,8,628164043
538,Minivan,No,1,459685968
539,Pickup,No,11,319394056
540,Minivan,Yes,1,411870556
541,SUV,No,10,957050266
542,Minivan,No,6,338776264
543,Pickup,No,6,730524072
544,Minivan,No,1,94764565
545,Pickup,Yes,1,271284833
546,Minivan,No,7,414427246
547,Sports Car,No,3,839070640
548,Pickup,No,8,790543950
549,Van,No,5,317314544
550,Pickup,No,8,728230622
551,Pickup,Yes,4,297255585
552,Minivan,Yes,14,849850677
553,Pickup,Yes,7,779818728
554,SUV,No,6,609195177
555,Sports Car,No,1,992004739
556,Minivan,No,8,126864927
557,SUV,No,1,271625863
558,Minivan,No,1,632172083
559,Pickup,Yes,8,474066345
560,SUV,No,9,756075815
561,SUV,No,6,845009116
562,SUV,No,12,270187595
563,Minivan,Yes,11,399237836
564,Minivan,Yes,8,641381483
565,Van,No,8,939976071
566,SUV,No,1,143078256
567,Minivan,No,17,450249244
568,Pickup,No,7,437006760
569,Minivan,No,8,870837092
570,SUV,No,11,92890623
571,SUV,No,1,366520317
572,Minivan,No,1,958078219
573,Panel Truck,No,9,379228726
574,Minivan,No,1,611621243
575,SUV,No,8,717396880
576,Sports Car,No,1,758151663
577,Minivan,No,5,788829442
578,Minivan,No,8,163220080
579,Minivan,Yes,8,405299333
580,SUV,Yes,13,665180201
581,Pickup,No,11,773942917
582,SUV,No,7,511494009
583,Sports Car,No,8,394138480
584,SUV,No,9,363208227
585,Pickup,No,3,554270628
586,Minivan,No,6,814013916
587,Pickup,Yes,14,481666327
588,Pickup,Yes,1,178129665
589,Minivan,No,5,997699984
590,Panel Truck,Yes,12,711084452
591,SUV,No,12,443183800
592,Pickup,No,1,710203983
593,Sports Car,No,1,88627202
594,Pickup,Yes,17,534426680
595,Minivan,No,9,585452998
596,SUV,No,9,323105809
597,Minivan,Yes,9,161058138
598,Pickup,Yes,1,527138960
599,Sports Car,No,8,726634120
600,SUV,No,18,983129972
601,Minivan,Yes,8,640966006
602,Pickup,Yes,1,214040951
603,Sports Car,No,7,698704491
604,Pickup,Yes,1,344781057
605,Panel Truck,No,10,746641102
606,Panel Truck,Yes,18,819469146
607,Panel Truck,No,8,247830994
608,SUV,No,9,236044172
609,Minivan,No,1,18197959
610,Minivan,No,1,853551610
611,Pickup,Yes,1,962365648
612,Sports Car,No,13,416746837
613,SUV,No,9,846741025
614,SUV,No,12,316861921
615,SUV,No,1,489794163
616,SUV,Yes,1,655100096
617,Pickup,Yes,1,931284621
618,SUV,No,8,568743363
619,Sports Car,No,1,470253509
620,Minivan,No,10,779542452
621,Minivan,No,18,307096281
622,Minivan,Yes,9,279632339
623,Sports Car,No,7,427768498
624,Panel Truck,No,6,141743339
625,Pickup,No,14,482898358
626,Panel Truck,Yes,9,183697567
627,SUV,No,6,887149425
628,SUV,No,13,539729665
629,Minivan,No,9,954212606
630,Van,Yes,10,968418547
631,Van,Yes,23,524892923
632,Pickup,No,5,895147164
633,Sports Car,No,6,989577620
634,Pickup,Yes,8,116202466
635,Sports Car,No,7,272494372
636,Sports Car,No,8,17347314
637,Pickup,No,1,981121505
638,Pickup,No,8,1900527
639,Sports Car,No,6,837151081
640,Panel Truck,No,16,552457945
641,SUV,No,11,646710804
642,Pickup,No,1,974496106
643,Minivan,No,7,753512533
644,Sports Car,No,8,99626436
645,Sports Car,No,6,675974391
646,Sports Car,No,11,275306071
647,SUV,No,8,82094250
648,Sports Car,No,10,380988425
649,Sports Car,No,1,989066499
650,SUV,No,8,904432751
651,Pickup,No,20,560287212
652,Pickup,Yes,8,986046134
653,Minivan,No,6,33286578
654,SUV,No,18,958601721
655,Panel Truck,No,8,317439005
656,Pickup,No,20,435625221
657,Minivan,No,1,827178489
658,Sports Car,No,9,499348624
659,Panel Truck,No,11,194669970
660,Van,Yes,9,741358574
661,Pickup,Yes,1,348128429
662,Sports Car,No,11,317842701
663,Minivan,No,5,969347793
664,SUV,No,10,729507050
665,Pickup,No,4,590272679
666,SUV,No,7,631474711
667,SUV,No,1,363479465
668,Minivan,Yes,8,482073984
669,Minivan,No,6,640048389
670,SUV,No,20,494552963
671,Panel Truck,No,9,992666577
672,Van,Yes,11,52463713
673,SUV,No,1,925791877
674,SUV,No,9,484650249
675,Minivan,No,12,318742437
676,Sports Car,No,9,653931565
677,Pickup,No,20,389457553
678,Minivan,No,1,568406779
679,SUV,Yes,1,779705246
680,Minivan,Yes,1,606191446
681,Pickup,Yes,14,981096209
682,Sports Car,No,3,664499270
683,Panel Truck,Yes,10,82554930
684,Minivan,No,1,814507540
685,SUV,No,8,891109608
686,Minivan,No,13,18911750
687,SUV,No,16,221782023
688,Sports Car,No,20,772511257
689,Pickup,No,6,344149788
690,Panel Truck,Yes,10,634070423
691,Van,Yes,8,642975749
692,SUV,No,4,542062164
693,Minivan,No,1,834666908
694,Minivan,No,1,319910320
695,Sports Car,No,8,270119970
696,Pickup,Yes,8,752309500
697,Pickup,No,4,494349872
698,Sports Car,No,1,580228287
699,Minivan,Yes,15,918437912
700,SUV,No,13,900527776
701,Minivan,Yes,9,97903138
702,Minivan,Yes,7,379632558
703,Pickup,Yes,14,523858256
704,Minivan,No,6,11634102
705,SUV,Yes,1,112544942
706,Sports Car,No,8,774052555
707,SUV,No,5,468564989
708,Pickup,No,11,126375450
709,Minivan,Yes,9,296960793
710,Pickup,No,20,734467603
711,Minivan,Yes,6,247424045
712,Minivan,No,17,377628766
713,SUV,No,8,134738919
714,SUV,No,10,251827434
715,Van,Yes,7,57808809
716,Minivan,Yes,11,938382235
717,Minivan,No,8,315755344
718,SUV,No,17,600749165
719,Panel Truck,No,13,233252730
720,SUV,No,1,109627178
721,Minivan,No,5,156186403
722,SUV,No,6,73630929
723,SUV,No,15,365565054
724,Minivan,No,1,420707558
725,Minivan,No,13,314006147
726,SUV,No,19,860143895
727,SUV,No,1,166073270
728,Pickup,No,12,324060462
729,Minivan,No,7,600385688
730,Sports Car,No,2,329152754
731,SUV,No,10,676425834
732,Minivan,No,1,320781931
733,Sports Car,No,17,427138852
734,Pickup,No,1,515799393
735,Minivan,Yes,5,826840501
736,Minivan,Yes,1,278472793
737,Sports Car,No,1,153574010
738,SUV,No,1,169535646
739,SUV,No,9,105282377
740,Minivan,No,6,917624270
741,Minivan,Yes,1,807685357
742,Minivan,No,14,150742638
743,Sports Car,No,8,688412739
744,SUV,No,11,808457403
745,Pickup,No,15,489425187
746,Minivan,No,19,124071503
747,Minivan,No,17,93519245
748,Sports Car,No,21,75194867
749,Minivan,Yes,1,825126475
750,Minivan,No,1,251851062
751,SUV,No,9,918785974
752,Minivan,No,1,931221104
753,Sports Car,No,16,132924806
754,Van,Yes,11,249923796
755,SUV,No,12,111008804
756,Pickup,No,13,230948853
757,SUV,No,5,958652858
758,Pickup,Yes,8,145363238
759,Pickup,No,13,913147347
760,Minivan,No,7,430554774
761,Van,Yes,10,120868496
762,Minivan,Yes,12,471968658
763,Minivan,No,8,424786843
764,Pickup,Yes,1,348362424
765,Minivan,No,8,730161977
766,Minivan,No,8,777788532
767,Sports Car,No,10,438085141
768,SUV,No,19,729906545
769,SUV,No,9,732351484
770,Pickup,No,12,638387778
771,Minivan,No,8,114352452
772,Minivan,No,1,938303236
773,SUV,No,1,616415777
774,Panel Truck,Yes,15,897529156
775,Sports Car,No,1,134426064
776,Pickup,Yes,1,339847244
777,SUV,No,9,827574178
778,Panel Truck,Yes,9,978376735
779,SUV,No,6,897465576
780,Van,Yes,1,448101140
781,Pickup,No,10,288116855
782,Pickup,No,11,809433095
783,Pickup,No,14,686821723
784,Pickup,Yes,13,380886411
785,Van,Yes,1,896894650
786,Pickup,No,1,484814016
787,Minivan,Yes,16,989870546
788,SUV,No,10,79332543
789,SUV,No,16,541184760
790,Van,No,11,221331559
791,Minivan,No,7,551296680
792,Pickup,No,9,433559105
793,SUV,No,14,344418903
794,Minivan,No,12,363183316
795,Van,Yes,13,960411098
796,SUV,No,19,321588388
797,SUV,No,10,353028480
798,SUV,No,8,377113943
799,Pickup,Yes,5,943460621
800,Panel Truck,Yes,8,887521778
801,Pickup,No,17,668312735
802,Minivan,No,18,728598765
803,Pickup,No,4,890361473
804,SUV,No,19,786615637
805,Minivan,No,7,496944134
806,SUV,No,10,343549613
807,SUV,No,1,412540642
808,Van,No,8,493410573
809,Minivan,No,22,761425152
810,Minivan,No,8,292877455
811,Minivan,No,9,775278706
812,SUV,No,8,889530074
813,Minivan,No,1,426770568
814,SUV,No,1,22965816
815,SUV,No,13,307042838
816,Minivan,Yes,1,381939339
817,Van,Yes,1,584909942
818,Panel Truck,No,18,62526097
819,Minivan,Yes,13,647929536
820,Minivan,Yes,6,877092530
821,SUV,No,6,2755470
822,Pickup,No,15,689058670
823,Panel Truck,Yes,16,877336554
824,SUV,No,1,640251296
825,Panel Truck,Yes,16,368736067
826,SUV,No,11,426369935
827,Pickup,No,6,441669981
828,SUV,No,1,692928838
829,Panel Truck,No,14,814292282
830,SUV,No,8,137784529
831,Pickup,No,12,442029284
832,Minivan,Yes,9,509848253
833,SUV,No,6,792036483
834,Pickup,No,17,405037020
835,Pickup,Yes,1,111510092
836,SUV,No,17,521577209
837,Minivan,Yes,7,932490405
838,SUV,No,8,268301086
839,SUV,No,8,135435380
840,Van,Yes,8,300696853
841,SUV,No,1,220914247
842,Minivan,No,5,749739115
843,Minivan,No,14,464257651
844,SUV,No,9,897794715
845,SUV,No,16,277134628
846,Van,Yes,8,187912292
847,Minivan,No,11,623213210
848,Panel Truck,Yes,1,668346653
849,Pickup,No,7,640148036
850,Sports Car,No,2,134059959
851,Minivan,Yes,8,632067262
852,SUV,No,12,202401508
853,SUV,No,7,101437485
854,SUV,No,7,354229385
855,Pickup,No,13,908301475
856,Pickup,No,7,707470066
857,SUV,No,1,819681380
858,Minivan,Yes,1,364590423
859,Panel Truck,Yes,5,173124759
860,SUV,Yes,9,85976149
861,SUV,No,14,758460775
862,Panel Truck,No,7,874293167
863,Sports Car,No,7,791755704
864,SUV,No,12,752605960
865,Minivan,Yes,1,280723155
866,Panel Truck,No,5,630289134
867,Pickup,No,9,232838532
868,Minivan,No,26,273204117
869,Minivan,No,1,131312301
870,Minivan,No,11,861285967
871,Panel Truck,Yes,17,918559086
872,Minivan,Yes,9,125727457
873,SUV,No,1,121455159
874,Minivan,No,1,986624385
875,Pickup,Yes,7,747557690
876,SUV,No,9,60772381
877,Minivan,Yes,12,64779757
878,Van,Yes,8,89945962
879,Minivan,No,16,582239433
880,Van,Yes,16,308802855
881,SUV,No,11,560240002
882,Sports Car,No,16,835290346
883,SUV,No,1,506016624
884,Minivan,No,15,908951082
885,Pickup,Yes,1,183450284
886,Minivan,No,1,549987782
887,Pickup,Yes,11,464246616
888,Van,No,4,136529714
889,Minivan,No,10,571506701
890,SUV,No,1,624938466
891,Minivan,No,14,619566934
892,Sports Car,No,1,55524088
893,Panel Truck,Yes,22,240388657
894,Sports Car,No,7,773531108
895,Pickup,Yes,15,128098401
896,Panel Truck,Yes,14,281256236
897,Minivan,No,6,627042394
898,Sports Car,No,10,43203770
899,SUV,No,23,218091133
900,SUV,No,5,967475025
901,Van,Yes,15,183615561
902,Pickup,No,18,233129192
903,Minivan,No,6,367663474
904,SUV,No,1,299207740
905,Minivan,No,18,454506838
906,Minivan,No,6,571823205
907,Van,Yes,1,202763058
908,Sports Car,No,1,651998401
909,Sports Car,No,1,888316246
